tweet_id,favorites,retweets
826848821049180160,38663,11117
826615380357632002,0,4299
826598799820865537,5424,277
826598365270007810,10687,2555
826476773533745153,19537,4560
826240494070030336,14078,2813
826204788643753985,5176,1015
826115272272650244,16620,3416
825876512159186944,11098,2034
825829644528148480,13517,2709
825535076884762624,55273,18719
825147591692263424,19426,4986
825120256414846976,0,1396
825026590719483904,6737,1396
824796380199809024,0,5988
824775126675836928,15900,3839
824663926340194305,10695,1892
824325613288833024,12511,11314
824297048279236611,15990,4216
824025158776213504,5073,644
823939628516474880,11313,2957
823719002937630720,0,12248
823699002998870016,13369,2640
823581115634085888,13855,2882
823333489516937216,740,28
823322678127919110,16727,4384
823269594223824897,0,10750
822975315408461824,18381,3753
822872901745569793,140782,47866
822859134160621569,14063,2493
822647212903690241,0,7003
822610361945911296,15708,3238
822489057087389700,19320,7003
822462944365645825,30310,16009
822244816520155136,37262,10750
822163064745328640,0,5254
821886076407029760,12091,2558
821813639212650496,0,3650
821765923262631936,8965,1819
821522889702862852,8535,1934
821421320206483457,0,6119
821407182352777218,12537,4754
821153421864615936,270,10
821149554670182400,9284,2199
821107785811234820,10210,2327
821044531881721856,13496,2504
820837357901512704,0,7327
820749716845686786,33604,10841
820690176645140481,13003,3531
820494788566847489,0,620
820446719150292993,0,2828
820314633777061888,3552,620
820078625395449857,21130,6880
820013781606658049,0,1298
819952236453363712,5665,1298
819924195358416896,13713,5296
819711362133872643,14353,3434
819588359383371776,10196,2152
819347104292290561,7700,1323
819238181065359361,2429,442
819227688460238848,24618,7327
819015337530290176,0,40168
819015331746349057,0,20712
819006400881917954,48151,20712
819004803107983360,92167,40168
818646164899774465,0,22847
818627210458333184,23663,8152
818614493328580609,10530,2830
818588835076603904,0,6728
818536468981415936,11642,2714
818307523543449600,0,8899
818259473185828864,11774,2509
818145370475810820,13113,2843
817908911860748288,5164,866
817827839487737858,55379,29756
817777686764523521,11420,2930
817536400337801217,12605,3326
817502432452313088,0,3713
817423860136083457,36543,16405
817415592588222464,5990,1056
817181837579653120,0,9324
817171292965273600,9313,2204
817120970343411712,12996,2877
817056546584727552,9158,1815
816829038950027264,0,5177
816816676327063552,10681,2233
816697700272001025,10471,2427
816450570814898180,32664,8899
816336735214911488,9183,2146
816091915477250048,9533,2365
816062466425819140,0,1142
816014286006976512,0,5833
815990720817401858,5337,1142
815966073409433600,23994,9324
815745968457060357,0,4544
815736392542261248,10519,2496
815639385530101762,8784,1807
815390420867969024,11077,4179
814986499976527872,8160,1421
814638523311648768,12054,2972
814578408554463233,0,6372
814530161257443328,9269,2033
814153002265309185,30784,9544
813944609378369540,0,3511
813910438903693312,9940,2066
813812741911748608,38884,15384
813800681631023104,8927,1928
813217897535406080,19991,8016
813202720496779264,9825,1973
813187593374461952,21223,4799
813172488309972993,9983,2101
813157409116065792,8297,2439
813142292504645637,9012,2593
813130366689148928,4775,488
813127251579564032,12687,3439
813112105746448384,11051,3027
813096984823349248,11262,3963
813081950185472002,10562,3044
813066809284972545,8521,2141
813051746834595840,22448,8058
812781120811126785,8110,2100
812747805718642688,0,7620
812709060537683968,7097,1570
812503143955202048,6504,1347
812466873996607488,8560,2116
812372279581671427,14680,4029
811985624773361665,7780,1546
811744202451197953,8085,1772
811647686436880384,5974,817
811627233043480576,13696,3441
811386762094317568,22387,7034
810984652412424192,5708,1578
810896069567610880,9695,1968
810657578271330305,11746,2912
810284430598270976,37973,12552
810254108431155201,15741,3691
809920764300447744,16605,4299
809808892968534016,0,5398
809448704142938112,7426,1616
809220051211603969,21361,6186
809084759137812480,14173,3856
808838249661788160,10834,3348
808733504066486276,8484,2389
808501579447930884,12097,2865
808344865868283904,45566,22847
808134635716833280,0,6554
808106460588765185,9349,2416
808001312164028416,13486,3893
807621403335917568,15625,4055
807106840509214720,127364,61160
807059379405148160,0,8080
807010152071229440,13984,4213
806629075125202948,80580,38367
806620845233815552,0,6082
806576416489959424,5196,2115
806542213899489280,10959,2609
806242860592926720,0,12869
806219024703037440,6885,1317
805958939288408065,0,5923
805932879469572096,8867,2107
805826884734976000,7064,2016
805823200554876929,0,8859
805520635690676224,6147,1815
805487436403003392,9405,2793
805207613751304193,8369,1879
804738756058218496,14736,4242
804475857670639616,6594,2215
804413760345620481,0,3550
804026241225523202,47902,17867
803773340896923648,10775,3051
803692223237865472,0,8186
803638050916102144,11788,4555
803380650405482500,8313,2047
803321560782307329,0,5861
803276597545603072,10756,2723
802952499103731712,9693,2214
802624713319034886,0,3226
802600418706604034,7640,1625
802572683846291456,9592,2755
802323869084381190,17448,6433
802265048156610565,7084,1503
802239329049477120,9747,2870
802185808107208704,0,293
801958328846974976,8282,1884
801854953262350336,1886,258
801538201127157760,8808,2268
801285448605831168,6506,919
801167903437357056,26321,6554
801127390143516673,0,4384
801115127852503040,8684,2306
800859414831898624,742,107
800855607700029440,0,1797
800751577355128832,11274,3059
800513324630806528,14106,3314
800459316964663297,10154,2387
800443802682937345,0,4759
800388270626521089,11969,3095
800188575492947969,0,4345
800141422401830912,16438,2828
800018252395122689,30496,14522
799774291445383169,0,5167
799757965289017345,9033,2387
799422933579902976,8644,2112
799308762079035393,0,6099
799297110730567681,10653,3060
799063482566066176,8698,2721
798933969379225600,14144,4943
798925684722855936,7992,1586
798705661114773508,0,7281
798701998996647937,0,8604
798697898615730177,0,7183
798694562394996736,0,5470
798686750113755136,0,2568
798682547630837760,0,5207
798673117451325440,0,6115
798665375516884993,0,4287
798644042770751489,0,2039
798628517273620480,0,2166
798585098161549313,0,6290
798576900688019456,0,6468
798340744599797760,0,3710
798209839306514432,11153,2827
797971864723324932,12513,3461
797545162159308800,15581,5359
797236660651966464,21470,7315
797165961484890113,248,29
796904159865868288,0,9800
796865951799083009,8249,2100
796759840936919040,12763,3370
796563435802726400,0,8050
796484825502875648,8147,1946
796387464403357696,11825,4594
796177847564038144,0,15795
796149749086875649,34781,15795
796125600683540480,5307,1967
796116448414461957,9773,2672
796080075804475393,9089,2565
796031486298386433,11605,4063
795464331001561088,53538,26283
795400264262053889,10855,3164
795076730285391872,17440,5988
794983741416415232,0,3714
794926597468000259,11054,2550
794355576146903043,0,11348
794332329137291264,10289,2919
794205286408003585,9877,3650
793962221541933056,18090,5398
793845145112371200,9886,2066
793614319594401792,0,3438
793601777308463104,8566,1806
793500921481273345,11497,2623
793286476301799424,26460,10157
793271401113350145,9294,2611
793256262322548741,21491,9190
793241302385262592,11303,3613
793226087023144960,10585,3155
793210959003287553,9613,3106
793195938047070209,16415,6200
793180763617361921,7440,2192
793165685325201412,10114,3070
793150605191548928,6632,1882
793135492858580992,6957,2756
793120401413079041,13648,4314
792913359805018113,15406,4432
792883833364439040,12163,4714
792773781206999040,7892,1855
792394556390137856,14464,4727
792050063153438720,7716,1982
791821351946420224,0,23181
791784077045166082,0,10624
791780927877898241,0,4196
791774931465953280,48515,24473
791672322847637504,12627,3438
791406955684368384,14098,4544
791312159183634433,9442,2806
791026214425268224,0,4538
790987426131050500,10632,2359
790946055508652032,17847,5177
790723298204217344,0,2555
790698755171364864,8800,2101
790581949425475584,22203,7916
790337589677002753,8403,2059
790277117346975746,13467,3511
790227638568808452,0,3934
789986466051088384,9937,2555
789960241177853952,0,4568
789903600034189313,11160,4544
789628658055020548,8076,1966
789599242079838210,7268,2134
789530877013393408,12644,3714
789314372632018944,9251,2537
789280767834746880,0,5453
789268448748703744,9788,2835
789137962068021249,10428,3077
788908386943430656,29428,13634
788765914992902144,29459,11348
788552643979468800,0,7932
788412144018661376,16752,5843
788178268662984705,7769,2333
788150585577050112,6608,1434
788070120937619456,0,3767
788039637453406209,6595,1456
787810552592695296,9315,3358
787717603741622272,10969,3065
787397959788929025,11645,3120
787322443945877504,8363,1918
787111942498508800,0,7386
786963064373534720,28530,8791
786729988674449408,0,2658
786709082849828864,19508,6698
786664955043049472,11433,2822
786595970293370880,10094,3403
786363235746385920,11696,3858
786286427768250368,8555,3147
786233965241827333,16421,5254
786051337297522688,1547,169
786036967502913536,0,7771
785927819176054784,12180,3474
785872687017132033,7168,2006
785639753186217984,8374,2436
785533386513321988,9761,2205
785515384317313025,6535,1382
785264754247995392,7785,1798
785170936622350336,12975,5343
784826020293709826,10865,3550
784517518371221505,9613,2784
784431430411685888,6100,1408
784183165795655680,21561,8859
784057939640352768,32037,12248
783839966405230592,32203,11873
783821107061198850,7883,2153
783695101801398276,11190,3541
783466772167098368,9045,2476
783391753726550016,18055,6051
783347506784731136,0,6150
783334639985389568,31310,12869
783085703974514689,8709,2441
782969140009107456,25818,8080
782747134529531904,7994,1532
782722598790725632,18489,5923
782598640137187329,8321,2055
782305867769217024,17848,6119
782021823840026624,0,6851
781955203444699136,11888,3686
781661882474196992,11179,2973
781655249211752448,4284,1234
781524693396357120,22218,6082
781308096455073793,7633,2789
781251288990355457,9027,2303
781163403222056960,10448,2997
780931614150983680,23155,8050
780858289093574656,7697,2189
780800785462489090,5896,1423
780601303617732608,12923,3650
780543529827336192,6748,1903
780496263422808064,0,4071
780476555013349377,0,128
780459368902959104,5652,1175
780192070812196864,9310,2452
780092040432480260,0,2523
780074436359819264,13099,5474
779834332596887552,20323,7771
779377524342161408,9433,3407
779124354206535695,0,20169
779123168116150273,12624,3985
779056095788752897,15819,4955
778990705243029504,21423,7971
778774459159379968,0,10915
778764940568104960,915,402
778748913645780993,7377,1459
778650543019483137,6178,1632
778624900596654080,4976,1111
778408200802557953,14592,4762
778396591732486144,0,13411
778383385161035776,6237,1208
778286810187399168,11110,3621
778039087836069888,9063,2888
778027034220126208,7000,1775
777953400541634568,0,3857
777885040357281792,6800,1797
777684233540206592,11998,3226
777641927919427584,0,4650
777621514455814149,9374,2729
777189768882946048,15302,4741
776819012571455488,0,15047
776813020089548800,5210,1324
776477788987613185,9444,3064
776249906839351296,0,10008
776218204058357768,32050,17457
776201521193218049,10246,2759
776113305656188928,12541,4759
776088319444877312,1958,166
775898661951791106,0,17957
775842724423557120,12510,2926
775733305207554048,14784,4384
775729183532220416,13802,4988
775364825476165632,7930,3249
775350846108426240,10833,4269
775085132600442880,16584,5167
774757898236878852,9116,1933
774639387460112384,7175,1900
774314403806253056,23218,6099
773985732834758656,11452,4235
773922284943896577,6822,1890
773704687002451968,7043,1783
773670353721753600,5676,1416
773547596996571136,23538,6728
773336787167145985,0,5558
773308824254029826,24777,8156
773247561583001600,10050,3501
773191612633579521,10646,4486
772877495989305348,9142,4225
772826264096874500,8510,2539
772615324260794368,0,3681
772581559778025472,6896,1844
772193107915964416,6402,1508
772152991789019136,4029,1223
772117678702071809,3998,801
772114945936949249,2891,516
772102971039580160,4268,1009
771908950375665664,7007,2065
771770456517009408,12787,3710
771500966810099713,8820,2863
771380798096281600,11216,5558
771171053431250945,0,8247
771136648247640064,9798,3196
771102124360998913,6642,1562
771014301343748096,7320,1803
771004394259247104,0,240
770787852854652928,5281,1329
770772759874076672,5535,1539
770655142660169732,7803,1895
770414278348247044,6706,2244
770293558247038976,6650,1625
770093767776997377,0,3312
770069151037685760,8073,2506
769940425801170949,33499,10519
769695466921623552,6803,1804
769335591808995329,0,8371
769212283578875904,5744,1868
768970937022709760,15346,7123
768909767477751808,0,2941
768855141948723200,4462,967
768609597686943744,4378,1320
768596291618299904,5344,1388
768554158521745409,0,6340
768473857036525572,14523,3724
768193404517830656,11613,3857
767884188863397888,5060,1528
767754930266464257,17070,5861
767500508068192258,7963,2538
767191397493538821,13065,4147
767122157629476866,10781,3105
766864461642756096,0,6155
766793450729734144,5400,1475
766714921925144576,2768,421
766693177336135680,4295,862
766423258543644672,6405,1736
766313316352462849,7213,2045
766078092750233600,0,2828
766069199026450432,4548,937
766008592277377025,3980,537
765719909049503744,7710,2340
765669560888528897,5529,1324
765395769549590528,28073,3689
765371061932261376,7549,2346
765222098633691136,12353,3681
764857477905154048,6830,1926
764259802650378240,6437,1651
763956972077010945,788,59
763837565564780549,13407,4538
763183847194451968,5748,1602
763167063695355904,0,3278
763103485927849985,7822,2479
762699858130116608,12937,3934
762471784394268675,11996,7035
762464539388485633,10972,4568
762316489655476224,5121,1226
762035686371364864,34025,16942
761976711479193600,5741,2196
761750502866649088,0,4277
761745352076779520,4520,935
761672994376806400,52659,31521
761599872357261312,4384,1275
761371037149827077,0,19493
761334018830917632,5531,1574
761292947749015552,4743,1192
761227390836215808,5643,1690
761004547850530816,12012,3767
760893934457552897,4053,1055
760656994973933572,7018,2094
760641137271070720,5259,1404
760539183865880579,8047,3941
760521673607086080,4485,1517
760290219849637889,28471,12463
760252756032651264,4182,937
760190180481531904,6056,1963
760153949710192640,0,34
759943073749200896,6302,2269
759923798737051648,15599,6155
759846353224826880,7135,2148
759793422261743616,6322,2060
759566828574212096,0,22907
759557299618865152,4992,1271
759447681597108224,9005,2658
759446261539934208,1773,526
759197388317847553,6429,2113
759159934323924993,0,1262
759099523532779520,15437,4525
759047813560868866,6913,2189
758854675097526272,3768,968
758828659922702336,11858,4156
758740312047005698,6073,1739
758474966123810816,4056,1077
758467244762497024,5097,2417
758405701903519748,5510,2091
758355060040593408,3647,1177
758099635764359168,20355,10915
758041019896193024,2867,406
757741869644341248,7300,3530
757729163776290825,0,8782
757725642876129280,4815,1319
757611664640446465,4835,1213
757597904299253760,0,315
757596066325864448,4610,1145
757400162377592832,16070,7403
757393109802180609,6192,1893
757354760399941633,4784,1543
756998049151549440,6643,2153
756939218950160384,7061,2178
756651752796094464,5372,1423
756526248105566208,11026,3916
756303284449767430,4189,1175
756288534030475264,45355,18935
756275833623502848,6825,1650
755955933503782912,7777,3129
755206590534418437,17436,5828
755110668769038337,22504,11997
754874841593970688,0,8678
754856583969079297,7287,2737
754747087846248448,2734,567
754482103782404096,5624,2111
754449512966619136,3963,797
754120377874386944,8302,2534
753655901052166144,6191,2356
753420520834629632,8390,3861
753398408988139520,6126,2078
753375668877008896,8084,2523
753298634498793472,0,6243
753294487569522689,3600,1127
753039830821511168,39307,22661
753026973505581056,4122,1055
752932432744185856,13367,7386
752917284578922496,7299,1704
752701944171524096,0,3122
752682090207055872,6342,1740
752660715232722944,4667,1707
752568224206688256,5853,2470
752519690950500352,7807,3724
752334515931054080,4038,1190
752309394570878976,0,18046
752173152931807232,6296,1998
751950017322246144,3256,1006
751937170840121344,5520,1456
751830394383790080,6139,2120
751793661361422336,6207,3148
751598357617971201,8360,3291
751583847268179968,4661,1205
751538714308972544,5328,1373
751456908746354688,3386,1078
751251247299190784,13223,6337
751205363882532864,6676,1977
751132876104687617,5375,1411
750868782890057730,5045,1499
750719632563142656,13974,5453
750506206503038976,4699,1244
750429297815552001,13932,4650
750383411068534784,4810,1227
750381685133418496,731,32
750147208377409536,3276,1044
750132105863102464,3844,1374
750117059602808832,4580,1405
750101899009982464,3214,910
750086836815486976,2300,591
750071704093859840,8310,3608
750056684286914561,3314,969
750041628174217216,3355,670
750026558547456000,2867,853
750011400160841729,3432,984
749996283729883136,3206,874
749981277374128128,5403,2643
749774190421639168,4911,1418
749417653287129088,6438,1802
749403093750648834,2776,589
749395845976588288,9092,3740
749317047558017024,5796,2391
749075273010798592,6091,2232
749064354620928000,5060,1629
749036806121881602,3274,843
748977405889503236,11320,3666
748932637671223296,6180,2439
748705597323898880,2925,1022
748699167502000129,4997,1724
748692773788876800,4476,1435
748575535303884801,6403,2150
748568946752774144,2299,726
748346686624440324,5516,1337
748337862848962560,8128,4442
748324050481647620,3899,826
748307329658011649,3869,770
748220828303695873,14912,8390
747963614829678593,6100,2311
747933425676525569,6987,2750
747885874273214464,3113,1062
747844099428986880,2958,809
747816857231626240,5114,1253
747651430853525504,1457,169
747648653817413632,13604,6292
747600769478692864,2446,591
747594051852075008,3898,1132
747512671126323200,5851,1707
747461612269887489,4074,1112
747439450712596480,5719,2073
747242308580548608,0,3099
747219827526344708,5566,1703
747204161125646336,3566,992
747103485104099331,10090,4296
746906459439529985,3045,318
746872823977771008,6317,2309
746818907684614144,5577,1855
746790600704425984,5147,1711
746757706116112384,10085,4196
746726898085036033,6362,1925
746542875601690625,5308,2006
746521445350707200,0,1057
746507379341139972,4876,1162
746369468511756288,6486,1767
746131877086527488,7278,2366
746056683365994496,3737,874
745789745784041472,4245,1146
745712589599014916,7361,2488
745433870967832576,7476,2726
745422732645535745,9022,2609
745314880350101504,7547,2980
745074613265149952,8253,3789
745057283344719872,7614,2444
744995568523612160,3127,671
744971049620602880,8296,2891
744709971296780288,5881,1674
744334592493166593,7126,2296
744234799360020481,164689,83927
744223424764059648,1787,401
743980027717509120,4374,1168
743895849529389061,3829,1027
743835915802583040,0,2238
743609206067040256,4712,1478
743595368194129920,19428,7045
743545585370791937,3710,1002
743510151680958465,8315,3960
743253157753532416,4457,1308
743222593470234624,6520,2041
743210557239623680,4029,1462
742534281772302336,7408,3808
742528092657332225,4665,2136
742465774154047488,7634,4166
742423170473463808,10341,4071
742385895052087300,7147,2135
742161199639494656,4565,1472
742150209887731712,5398,1671
741793263812808706,4791,1616
741743634094141440,8598,2965
741438259667034112,3861,896
741303864243200000,9219,3471
741099773336379392,10564,5943
741067306818797568,9929,3312
740995100998766593,6722,2966
740711788199743490,3579,999
740699697422163968,2976,839
740676976021798912,19072,7281
740373189193256964,36554,14242
740365076218183684,2606,469
740359016048689152,3463,916
740214038584557568,7018,2106
739979191639244800,20978,6340
739932936087216128,4254,1155
739844404073074688,3985,915
739623569819336705,3992,1453
739606147276148736,5658,1773
739544079319588864,41685,22907
739485634323156992,7548,3149
739238157791694849,121699,62188
738891149612572673,113,6
738885046782832640,3954,1223
738883359779196928,3507,870
738537504001953792,5348,1670
738402415918125056,3421,905
738184450748633089,4522,1295
738166403467907072,9243,3645
738156290900254721,2661,700
737826014890496000,5531,1883
737800304142471168,10485,3704
737678689543020544,5291,1430
737445876994609152,10796,4773
737322739594330112,3790,869
737310737551491075,15411,7931
736736130620620800,4529,1855
736392552031657984,18638,7932
736365877722001409,4183,1342
736225175608430592,8531,2964
736010884653420544,8285,3185
735991953473572864,3770,1229
735648611367784448,4204,1175
735635087207878657,6480,2516
735274964362878976,13636,5425
735256018284875776,3504,949
735137028879360001,3286,1038
734912297295085568,2867,550
734787690684657664,13178,6735
734776360183431168,2634,583
734559631394082816,1570,423
733828123016450049,3768,829
